id,class,H,T
2263,1,1.44,13.49
2264,1,1.43,13.4
2265,1,1.43,13.31
2266,1,1.42,13.22
2267,1,1.42,13.13
2268,1,1.42,13.04
2269,1,1.41,12.94
2270,1,1.41,12.85
2271,1,1.4,12.73
2272,1,1.4,12.63
2273,1,1.39,12.54
2274,1,1.39,12.45
2275,1,1.39,12.36
2276,1,1.38,12.27
2277,1,1.38,12.18
2278,1,1.37,12.08
2279,1,1.37,11.99
2280,1,1.37,11.9
2281,1,1.36,11.81
2282,1,1.36,11.72
2283,1,1.35,11.63
2284,1,1.35,11.71
2285,1,1.34,11.81
2286,1,1.34,11.15
2287,1,1.34,10.46
2288,1,1.14,9.96
2289,1,0.97,9.54
2290,1,1.47,10.41
2291,1,1.93,11.24
2292,1,2,11.34
2293,1,2.07,11.44
2294,1,2.13,11.54
2295,1,2.16,11.66
2296,1,2.13,11.86
2297,1,2.14,12.03
2298,1,2.29,12.13
2299,1,2.37,12.17
2300,1,2.29,12.07
2301,1,2.21,11.51
2302,1,2.17,10.7
2303,1,2.13,10.53
2304,1,2.1,10.63
2305,1,2.07,10.87
2306,1,2.05,11.16
2307,1,2.01,11.39
2308,1,1.97,11.59
2309,1,1.94,11.62
2310,1,1.92,11.62
2311,1,1.93,11.53
2312,1,1.94,11.43
2313,1,1.93,11.62
2314,1,1.91,11.79
2315,1,1.85,11.18
2316,1,1.79,10.57
2317,1,1.79,9.97
2318,1,1.78,9.46
2319,1,1.78,9.36
2320,1,1.76,9.37
2321,1,1.69,9.67
2322,1,1.65,9.87
2323,1,1.64,9.87
2324,1,1.63,9.83
2325,1,1.6,9.73
2326,1,1.59,9.19
2327,1,1.61,8.14
2328,1,1.61,7.86
2329,1,1.61,8.06
2330,1,1.54,7.9
2331,1,1.45,7.6
2332,1,1.42,8.51
2333,1,1.41,10.13
2334,1,1.4,11.37
2335,1,1.39,12.61
2336,1,1.38,13.98
2337,1,1.37,14.99
2338,1,1.35,15.68
2339,1,1.33,16.06
2340,1,1.3,16.06
2341,1,1.3,16.06
2342,1,1.32,16.06
2343,1,1.33,16.01
2344,1,1.33,15.91
2345,1,1.32,15.88
2346,1,0.45,16.22
2347,1,0.51,15.42
2348,1,0.55,14.71
2349,1,0.54,13.86
2350,1,0.56,13.72
2351,1,0.58,13.57
2352,1,0.6,13.43
2353,1,0.64,13.1
2354,1,0.66,12.96
2355,1,0.7,12.67
2356,1,0.72,12.53
2357,1,0.74,12.39
2358,1,0.76,12.25
2359,1,0.78,12.1
2360,1,0.79,11.96
2361,1,0.81,11.82
2362,1,0.83,11.68
2363,1,0.85,11.53
2364,1,0.87,11.39
2365,1,0.89,11.25
2366,1,0.91,11.09
2367,1,0.93,10.95
2368,1,0.95,10.8
2369,1,0.97,10.66
2370,1,0.99,10.52
2371,1,1.01,10.38
2372,1,1.03,10.23
2373,1,1.05,10.09
2374,1,1.06,9.95
2375,1,1.08,9.8
2376,1,1.1,9.66
2377,1,1.12,9.52
2378,1,1.14,9.38
2379,1,1.16,9.23
2380,1,1.18,9.09
2381,1,1.2,8.95
2382,1,1.22,8.8
2383,1,1.24,8.62
2384,1,1.26,8.48
2385,1,1.28,8.33
2386,1,1.3,8.19
2387,1,1.37,7.76
2388,1,1.5,7.06
2389,1,1.48,7.44
2390,1,1.36,8.63
2391,1,1.56,9.09
2392,1,1.96,9.09
2393,1,2.16,9.3
2394,1,2.26,9.6
2395,1,2.28,9.21
2396,1,2.27,8.61
2397,1,2.25,8.43
2398,1,2.23,8.33
2399,1,2.22,8.5
2400,1,2.21,8.7
2401,1,2.21,8.52
2402,1,2.2,8.33
2403,1,2.34,9.85
2404,1,2.47,11.14
2405,1,2.47,10.45
2406,1,2.47,9.84
2407,1,2.39,9.75
2408,1,2.31,9.84
2409,1,2.17,10.77
2410,1,2.07,11.29
2411,1,2.06,10.9
2412,1,2.09,10.4
2413,1,2.15,9.71
2414,1,2.12,10.26
2415,1,2.03,11.65
2416,1,2.04,12
2417,1,2.09,12
2418,1,2,11.92
2419,1,1.89,11.82
2420,1,1.85,11.8
2421,1,1.82,11.8
2422,1,1.84,11.71
2423,1,1.87,11.61
2424,1,1.87,10.24
2425,1,1.86,8.91
2426,1,1.84,9.42
2427,1,1.83,9.98
2428,1,1.82,10.96
2429,1,1.81,11.53
2430,1,1.74,9.5
2431,1,1.69,7.99
2432,1,1.71,8.3
2433,1,1.71,8.26
2434,1,1.68,7.45
2435,1,1.7,7.3
2436,1,1.78,8.21
2437,1,1.77,8.57
2438,1,1.66,8.27
2439,1,1.61,8.33
2440,1,1.63,8.75
2441,1,1.59,8.9
2442,1,1.54,8.9
2443,1,1.61,8.99
2444,1,1.7,9.09
2445,1,1.7,9.06
2446,1,1.7,9.03
2447,1,1.69,9
2448,1,1.69,8.97
2449,1,1.69,8.94
2450,1,1.68,8.91
2451,1,1.68,8.88
2452,1,1.67,8.85
2453,1,1.67,8.82
2454,1,1.67,8.79
2455,1,1.66,8.76
2456,1,1.66,8.73
2457,1,1.65,8.7
2458,1,1.65,8.67
2459,1,1.64,8.64
2460,1,1.64,8.61
2461,1,1.64,8.58
2462,1,1.63,8.55
2463,1,1.63,8.52
2464,1,1.62,8.49
2465,1,1.62,8.46
2466,1,1.62,8.43
2467,1,1.61,8.4
2468,1,1.61,8.37
2469,1,1.6,8.34
2470,1,1.6,8.31
2471,1,1.6,8.28
2472,1,1.59,8.25
2473,1,1.59,8.22
2474,1,1.58,8.19
2475,1,1.58,8.16
2476,1,1.58,8.12
2477,1,1.57,8.09
2478,1,1.57,8.06
2479,1,1.56,8.03
2480,1,1.56,8
2481,1,1.55,7.97
2482,1,1.55,7.94
2483,1,1.55,7.91
2484,1,1.54,7.88
2485,1,1.54,7.85
2486,1,1.53,7.82
2487,1,1.53,7.79
2488,1,1.53,7.76
2489,1,1.52,7.73
2490,1,1.52,7.7
2491,1,1.51,7.67
2492,1,1.51,7.65
2493,1,1.51,7.62
2494,1,1.5,7.59
2495,1,1.5,7.56
2496,1,1.49,7.53
2497,1,1.49,7.5
2498,1,1.49,7.47
2499,1,1.48,7.44
2500,1,1.48,7.41
2501,1,1.47,7.38
2502,1,1.47,7.35
2503,1,1.47,7.32
2504,1,1.46,7.29
2505,1,1.46,7.26
2506,1,1.45,7.23
2507,1,1.45,7.19
2508,1,1.44,7.16
2509,1,1.44,7.13
2510,1,1.44,7.1
2511,1,1.43,7.07
2512,1,1.43,7.04
2513,1,1.42,7.01
2514,1,1.42,6.98
2515,1,1.42,6.95
2516,1,1.41,6.92
2517,1,1.41,6.89
2518,1,1.4,6.86
2519,1,1.4,6.83
2520,1,1.4,6.8
2521,1,1.39,6.77
2522,1,1.39,6.74
2523,1,1.38,6.71
2524,1,1.38,6.68
2525,1,1.38,6.65
2526,1,1.37,6.62
2527,1,1.37,6.59
2528,1,1.36,6.56
2529,1,1.36,6.53
2530,1,1.36,6.5
2531,1,1.35,6.47
2532,1,1.35,6.44
2533,1,1.34,6.41
2534,1,1.34,6.38
2535,1,1.34,6.35
2536,1,1.33,6.32
2537,1,1.33,6.29
2538,1,1.32,6.26
2539,1,1.32,6.22
2540,1,1.31,6.19
2541,1,1.31,6.16
2542,1,1.31,6.13
2543,1,1.3,6.1
2544,1,1.3,6.07
2545,1,1.29,6.04
2546,1,1.29,6.01
2547,1,1.29,5.98
2548,1,1.28,5.95
2549,1,1.28,5.92
2550,1,1.27,5.89
2551,1,1.27,5.86
2552,1,1.27,5.83
2553,1,1.26,5.8
2554,1,1.26,5.77
2555,1,1.25,5.74
2556,1,1.25,5.71
2557,1,1.25,5.68
2558,1,1.24,5.65
2559,1,1.24,5.62
2560,1,1.23,5.6
2561,1,1.23,5.57
2562,1,1.23,5.54
2563,1,1.22,5.51
2564,1,1.22,5.48
2565,1,1.21,5.45
2566,1,1.21,5.42
2567,1,1.2,5.39
2568,1,1.2,5.36
2569,1,1.2,5.33
2570,1,1.19,5.28
2571,1,1.19,5.25
2572,1,1.18,5.23
2573,1,1.32,5.22
2574,1,1.48,5.22
2575,1,1.55,5.12
2576,1,1.63,5.02
2577,1,1.68,4.92
2578,1,1.72,4.84
2579,1,1.73,4.84
2580,1,1.75,5.1
2581,1,1.74,6.69
2582,1,1.74,7.91
2583,1,1.73,7.81
2584,1,1.74,8.28
2585,1,1.8,10.28
2586,1,1.85,11.59
2587,1,1.88,11.49
2588,1,1.89,11.39
2589,1,1.88,11.28
2590,1,1.85,10.12
2591,1,1.8,7.7
2592,1,1.79,6.69
2593,1,1.82,6.89
2594,1,1.82,6.97
2595,1,1.8,6.97
2596,1,1.75,7.16
2597,1,1.68,7.46
2598,1,1.67,9.15
2599,1,1.68,11.35
2600,1,1.68,11.96
2601,1,1.67,12.15
2602,1,1.63,11.95
2603,1,1.57,11.8
2604,1,1.5,11.8
2605,1,1.45,11.86
2606,1,1.47,12.06
2607,1,1.48,12.19
2608,1,1.49,12.19
2609,1,1.5,12.15
2610,1,1.52,12.04
2611,1,1.54,11.99
2612,1,1.58,11.99
2613,1,1.6,11.94
2614,1,1.6,11.84
2615,1,1.56,11.92
2616,1,1.49,12.12
2617,1,1.41,12.12
2618,1,1.33,12.02
2619,1,1.36,12.21
2620,1,1.44,12.51
2621,1,1.43,12.57
2622,1,1.4,12.56
2623,1,1.34,12.56
2624,1,1.28,12.56
2625,1,1.27,12.47
2626,1,1.26,12.38
2627,1,1.28,15.06
2628,1,1.29,17.59
2629,1,1.32,17.38
2630,1,1.35,17.22
2631,1,1.43,17.32
2632,1,1.48,17.34
2633,1,1.45,17.24
2634,1,1.44,17.16
2635,1,1.44,17.08
2636,1,1.45,17.01
2637,1,1.45,16.93
2638,1,1.45,16.86
2639,1,1.46,16.78
2640,1,1.46,16.7
2641,1,1.6,13.79
2642,1,1.64,13.18
2643,1,1.64,13.11
2644,1,1.64,13.03
2645,1,1.65,12.96
2646,1,1.65,12.8
2647,1,1.66,12.73
2648,1,1.67,12.47
2649,1,1.68,12.32
2650,1,1.69,12.16
2651,1,1.69,12.09
2652,1,1.69,12.01
2653,1,1.7,11.94
2654,1,1.7,11.86
2655,1,1.7,11.78
2656,1,1.71,11.71
2657,1,1.71,11.63
2658,1,1.72,11.56
2659,1,1.72,11.48
2660,1,1.72,11.4
2661,1,1.73,11.33
2662,1,1.73,11.25
2663,1,1.73,11.18
2664,1,1.74,11.1
2665,1,1.74,11.02
2666,1,1.75,10.95
2667,1,1.75,10.87
2668,1,1.75,10.8
2669,1,1.76,10.72
2670,1,1.76,10.64
2671,1,1.77,10.57
2672,1,1.77,10.49
2673,1,1.77,10.42
2674,1,1.78,10.34
2675,1,1.78,10.26
2676,1,1.78,10.19
2677,1,1.79,10.09
2678,1,1.79,10.01
2679,1,1.8,9.94
2680,1,1.8,9.86
2681,1,1.8,9.78
2682,1,1.81,9.71
2683,1,1.81,9.63
2684,1,1.82,9.56
2685,1,1.82,9.48
2686,1,1.82,9.4
2687,1,1.83,9.33
2688,1,1.87,9.19
2689,1,2.07,8.79
2696,1,2.4,7.87
2697,1,2.27,7.77
2698,1,2.2,7.51
2699,1,2.17,7.11
2700,1,2.15,7.07
2701,1,2.13,7.28
2702,1,2.11,7.2
2703,1,2.1,7
2704,1,2.12,6.88
2705,1,2.16,6.78
2706,1,2.14,6.92
2707,1,2.1,7.12
2708,1,2.09,9.87
2709,1,2.08,11.17
2710,1,2.08,11.07
2711,1,2.03,11.1
2712,1,1.92,11.3
2713,1,1.86,11.2
2714,1,1.85,10.8
2715,1,1.84,10.52
2716,1,1.83,10.32
2717,1,1.84,10.54
2718,1,1.85,11.04
2719,1,1.89,11.02
2720,1,1.93,10.71
2721,1,1.92,10.79
2722,1,1.88,10.99
2723,1,1.9,11.03
2724,1,1.92,11.02
2725,1,1.87,11.02
2726,1,1.81,11.02
2727,1,1.88,11.72
2728,1,1.95,12.37
2729,1,2.11,12.38
2734,1,1.85,12.47
2735,1,1.88,12.77
2736,1,1.87,13.07
2737,1,1.82,13.38
2738,1,1.78,12.76
2739,1,1.75,10.58
2740,1,1.74,11.31
2741,1,1.73,12.62
2742,1,1.69,12.5
2743,1,1.66,12.2
2744,1,1.65,12.17
2745,1,1.64,12.15
2746,1,1.63,12.13
2747,1,1.62,12.11
2748,1,1.6,12.09
2749,1,1.59,12.07
2750,1,1.58,12.05
2751,1,1.57,12.03
2752,1,1.14,11.24
2753,1,1.12,11.2
2754,1,1.11,11.18
2755,1,1.08,11.14
2756,1,1.05,11.09
2757,1,1.04,11.07
2758,1,1.03,11.04
2759,1,1.02,11.02
2760,1,1.01,11
2761,1,0.99,10.98
2762,1,0.98,10.96
2763,1,0.97,10.94
2764,1,0.96,10.92
2765,1,0.95,10.9
2766,1,0.94,10.88
2767,1,0.93,10.87
2768,1,0.92,10.85
2769,1,0.91,10.83
2770,1,0.9,10.81
2771,1,0.89,10.79
2772,1,0.88,10.77
2773,1,0.87,10.75
2774,1,0.86,10.73
2775,1,0.84,10.71
2776,1,0.83,10.69
2777,1,0.82,10.67
2778,1,0.81,10.65
2779,1,0.8,10.63
2780,1,0.79,10.61
2781,1,0.78,10.59
2782,1,0.77,10.57
2783,1,0.76,10.55
2784,1,0.75,10.53
2785,1,0.74,10.51
2786,1,0.73,10.49
2787,1,0.72,10.47
2788,1,0.7,10.46
2789,1,0.69,10.44
2790,1,0.68,10.41
2791,1,0.67,10.39
2792,1,0.66,10.37
2793,1,0.65,10.35
2794,1,0.64,10.33
2795,1,0.62,10.31
2796,1,0.61,10.29
2797,1,0.6,10.27
2798,1,0.61,10.28
2799,1,0.65,10.38
2800,1,0.7,10.47
2801,1,0.74,10.57
2802,1,0.94,10.67
2803,1,1.43,10.78
2804,1,1.82,10.88
2805,1,2.09,10.98
2806,1,2.26,11.03
2807,1,2.33,11.03
2812,1,2.2,11.16
2813,1,2.2,11.36
2814,1,2.13,11.35
2815,1,2.02,11.24
2816,1,2,11.3
2817,1,2,11.4
2818,1,1.94,11.34
2819,1,1.87,11.24
2820,1,1.78,11.31
2821,1,1.69,11.58
2822,1,1.74,12.29
2823,1,1.77,12.81
2824,1,1.76,12.9
2825,1,1.76,13
2826,1,1.76,13.1
2827,1,1.79,13.07
2828,1,1.87,12.86
2829,1,1.9,12.88
2830,1,1.88,13.08
2831,1,1.86,13.1
2832,1,1.83,13
2833,1,1.87,12.96
2834,1,1.93,12.96
2835,1,1.92,13.04
2836,1,1.89,13.14
2837,1,1.8,13.24
2838,1,1.69,13.34
2839,1,1.68,14.61
2840,1,1.68,16
2841,1,1.71,15.86
2842,1,1.74,15.69
2843,1,1.8,15.79
2844,1,1.86,15.89
2845,1,1.85,15.99
2846,1,1.83,16.09
2847,1,1.8,16.19
2848,1,1.78,16.29
2849,1,1.79,16.39
2850,1,1.8,16.34
2851,1,1.8,16.03
2852,1,1.74,15.79
2853,1,1.67,15.69
2854,1,1.6,15.59
2855,1,1.53,15.49
2856,1,1.45,15.39
2857,1,1.38,15.29
2858,1,1.31,15.19
2859,1,1.24,15.09
2860,1,1.17,14.99
2861,1,1.1,14.89
2862,1,1.03,14.79
2863,1,0.48,15.4
2864,1,0.47,14.85
2865,1,0.48,14.36
2866,1,0.48,14.31
2867,1,0.56,14.1
2868,1,0.57,13.92
2869,1,0.53,14.3
2870,1,0.46,15.13
2871,1,0.42,15.19
2872,1,0.4,14.7
2873,1,0.39,14.51
2874,1,0.38,14.51
2875,1,0.37,14.51
2876,1,0.36,14.51
2877,1,0.38,15.12
2878,1,0.4,15.92
2879,1,0.38,15.48
2880,1,0.36,14.79
2881,1,0.36,15.14
2882,1,0.36,15.64
2883,1,0.28,15.57
2884,1,0.2,15.45
2885,1,0.17,14.38
2886,1,0.14,13.37
2887,1,0.19,13.78
2919,1,1.42,8.31
2920,1,1.66,8.31
2921,1,1.75,8.43
2922,1,1.76,8.63
2923,1,1.75,8.83
2924,1,1.73,9.03
2925,1,1.72,9.08
2926,1,1.73,9.08
2927,1,1.79,8.51
2928,1,1.86,7.8
2929,1,1.87,7.91
2930,1,1.88,8.1
2931,1,1.87,8.12
2932,1,1.89,8.12
2933,1,1.97,8.12
2934,1,2,8.01
2935,1,1.97,7.71
2936,1,1.95,7.58
2937,1,1.93,7.68
2938,1,1.99,7.58
2939,1,2.11,7.27
2940,1,2.1,7.26
2941,1,2,7.47
2942,1,1.93,7.6
2943,1,1.89,7.7
2944,1,1.81,7.73
2945,1,1.71,7.73
2946,1,1.69,7.82
2947,1,1.68,7.93
2948,1,1.67,7.83
2949,1,1.65,7.74
2950,1,1.61,7.83
2951,1,1.57,7.91
2952,1,1.65,7.7
2953,1,1.72,7.39
2954,1,1.8,6.59
2955,1,1.86,6.01
2956,1,1.9,6.12
2957,1,1.92,6.44
2958,1,1.91,7.14
2959,1,1.88,7.33
2960,1,1.84,6.84
2961,1,1.76,6.66
2962,1,1.69,6.76
2963,1,1.73,6.95
2964,1,1.77,7.15
2965,1,1.79,6.77
2966,1,1.8,6.4
2967,1,1.76,7.83
2968,1,1.72,9.1
2969,1,1.71,9.1
2970,1,1.69,9
2971,1,1.66,8.4
2972,1,1.62,7.93
2973,1,1.61,7.99
2974,1,1.59,8.04
2975,1,1.58,8.1
2976,1,1.57,8.15
2977,1,1.55,8.2
2978,1,1.54,8.26
2979,1,1.52,8.31
2980,1,1.51,8.36
2981,1,1.5,8.42
2982,1,1.48,8.47
2983,1,1.47,8.53
2984,1,1.45,8.58
2985,1,1.44,8.63
2986,1,1.42,8.69
2987,1,1.41,8.74
2988,1,1.4,8.8
2989,1,0.76,11.2
2990,1,0.73,11.31
2991,1,0.71,11.41
2992,1,0.68,11.52
2993,1,0.66,11.58
2994,1,0.65,11.63
2995,1,0.64,11.68
2996,1,0.62,11.74
2997,1,0.61,11.79
2998,1,0.59,11.84
2999,1,0.58,11.9
3000,1,0.56,11.95
3001,1,0.57,11.99
3002,1,0.61,11.99
3003,1,0.64,11.99
3004,1,0.65,11.99
3005,1,0.65,11.61
3006,1,0.67,10.92
3007,1,0.65,10.63
3008,1,0.63,10.63
3009,1,0.63,10.92
3010,1,0.65,11.23
3011,1,0.69,10.52
3012,1,0.74,9.86
3013,1,0.76,9.87
3014,1,0.77,9.9
3015,1,0.78,10.1
3016,1,0.78,9.67
3017,1,0.76,6.41
3018,1,0.74,4.07
3019,1,0.73,4.07
3020,1,0.7,4.11
3021,1,0.67,4.21
3022,1,0.64,4.27
3023,1,0.62,4.27
3024,1,0.6,4.27
3025,1,0.58,4.27
3026,1,0.56,6.1
3027,1,0.53,9.33
3028,1,0.53,8.76
3029,1,0.55,4.85
3030,1,0.55,3.49
3031,1,0.55,3.49
3032,1,0.57,3.63
3033,1,0.6,3.82
3034,1,0.62,3.87
3035,1,0.64,3.87
3036,1,0.95,7.38
3037,1,1.31,11.56
3038,1,1.33,11.89
3039,1,1.32,11.98
3040,1,1.7,11.99
3041,1,1.91,11.7
3042,1,2.01,10.98
3043,1,2.07,10.58
3044,1,2.09,10.49
3045,1,2.1,10.61
3046,1,2.09,10.91
3047,1,2.07,11.02
3048,1,2.04,11.02
3049,1,1.99,11.09
3050,1,1.94,11.2
3051,1,1.92,10.77
3052,1,1.92,10.17
3053,1,1.97,9.99
3054,1,2.03,9.89
3055,1,2.04,10.14
3056,1,2.05,10.46
3057,1,2.1,10.46
3058,1,2.14,10.45
3059,1,2.11,10.06
3060,1,2.08,9.68
3061,1,2.01,9.57
3062,1,1.95,9.54
3063,1,1.98,9.95
3064,1,2.01,10.22
3065,1,2.06,10.02
3066,1,2.11,9.96
3067,1,2.17,10.25
3068,1,2.18,10.51
3069,1,2.09,10.71
3070,1,2.05,10.7
3071,1,2.1,10.29
3072,1,2.08,10.36
3073,1,2.03,10.76
3074,1,1.96,10.84
3075,1,1.89,10.84
3076,1,1.85,10.93
3077,1,1.82,11.03
3078,1,1.95,10.65
3079,1,2.08,10.26
3080,1,1.96,10.26
3081,1,1.86,10.27
3082,1,1.81,10.37
3083,1,1.75,10.47
3084,1,1.67,10.58
3085,1,1.63,11.38
3086,1,1.69,13.85
3087,1,1.72,14.47
3088,1,1.7,11.47
3089,1,1.68,9.7
3090,1,1.67,9.75
3091,1,1.66,9.81
3092,1,1.65,9.86
3093,1,1.65,9.92
3094,1,1.64,9.97
3095,1,1.63,10.02
3096,1,1.62,10.08
3097,1,1.61,10.13
3098,1,1.6,10.19
3099,1,1.59,10.24
3100,1,1.58,10.29
3101,1,1.57,10.35
3102,1,1.39,11.4
3103,1,1.38,11.45
3104,1,1.37,11.5
3105,1,1.36,11.56
3106,1,1.35,11.61
3107,1,1.34,11.67
3108,1,1.33,11.72
3109,1,1.32,11.77
3110,1,1.32,11.83
3111,1,1.31,11.88
3112,1,1.3,11.94
3113,1,1.29,11.99
3114,1,1.28,12.04
3115,1,1.27,12.1
3116,1,1.26,12.17
3117,1,1.25,12.22
3118,1,1.24,12.28
3119,1,1.23,12.33
3120,1,1.22,12.38
3121,1,1.21,12.44
3122,1,1.2,12.49
3123,1,1.19,12.55
3124,1,1.18,12.6
3125,1,1.17,12.65
3126,1,1.16,12.71
3127,1,1.15,12.76
3128,1,1.14,12.82
3129,1,1.13,12.87
3130,1,1.13,12.92
3131,1,1.12,12.98
3132,1,1.11,13.03
3133,1,1.1,13.09
3134,1,1.09,13.14
3135,1,1.08,13.19
3136,1,1.07,13.25
3137,1,1.06,13.3
3138,1,1.05,13.36
3139,1,1.04,13.41
3140,1,1.03,13.46
3141,1,1.02,13.52
3142,1,1.01,13.57
3143,1,1,13.63
3144,1,0.99,13.68
3145,1,0.99,13.73
3146,1,0.98,13.79
3147,1,0.97,13.84
3148,1,0.95,13.92
3149,1,0.94,13.97
3150,1,0.94,14.03
3151,1,0.93,14.08
3152,1,0.92,14.13
3153,1,0.91,14.19
3154,1,0.9,14.24
3155,1,0.89,14.3
3156,1,0.88,14.35
3157,1,0.87,14.4
3158,1,0.86,14.46
3159,1,0.85,14.51
3160,1,0.84,14.57
3161,1,0.83,14.62
3162,1,0.82,14.67
3163,1,0.81,14.73
3164,1,0.8,14.78
3165,1,0.8,14.84
3166,1,0.79,14.89
3167,1,0.8,14.97
3168,1,0.84,15.07
3169,1,0.78,15.1
3170,1,0.68,15.1
3171,1,0.63,15.26
3172,1,0.58,15.46
3173,1,0.73,15.48
3174,1,0.9,15.48
3175,1,1.1,15.48
3176,1,1.31,15.48
3177,1,1.56,15.38
3178,1,1.86,15.25
3179,1,2.06,15.15
3180,1,2.14,15.09
3181,1,2.04,15.09
3182,1,2.01,13.61
3183,1,2.06,10.38
3184,1,2.09,9.07
3185,1,2.1,9.38
3186,1,2.13,9.49
3187,1,2.18,9.49
3188,1,2.14,9.75
3189,1,2.05,10.15
3190,1,2.03,9
3191,1,2.04,7.3
3192,1,2.05,6.97
3193,1,2.08,6.97
3194,1,1.97,6.97
3195,1,1.85,6.97
3196,1,1.86,6.88
3197,1,1.88,6.77
3198,1,1.76,6.58
3199,1,1.63,6.39
3200,1,1.64,6.49
3201,1,1.67,6.6
3202,1,1.94,6.9
3203,1,2.15,7.15
3204,1,1.91,7.15
3205,1,1.71,7.14
3206,1,1.69,7.03
3207,1,1.7,7.06
3208,1,1.77,7.36
3209,1,1.94,7.46
3210,1,2.09,7.37
3211,1,1.93,7.35
3212,1,1.71,7.35
3213,1,1.86,8.46
3214,1,2.03,9.65
3215,1,1.83,9.67
3216,1,1.64,9.73
3217,1,1.86,10.54
3218,1,2.04,11.21
3219,1,2.03,11.18
3220,1,2.02,11.15
3221,1,2,11.13
3222,1,1.99,11.1
3223,1,1.98,11.07
3224,1,1.97,11.04
3225,1,1.95,11.01
3226,1,1.94,10.98
3227,1,1.93,10.95
3228,1,1.92,10.92
3229,1,1.9,10.9
3230,1,1.89,10.87
3231,1,1.88,10.84
3232,1,1.87,10.81
3233,1,1.86,10.78
3234,1,1.84,10.75
3235,1,1.83,10.72
3236,1,1.82,10.69
3237,1,1.81,10.67
3238,1,1.79,10.64
3239,1,1.78,10.61
3240,1,1.77,10.58
3241,1,1.75,10.54
3242,1,1.74,10.51
3243,1,1.73,10.48
3244,1,1.72,10.46
3245,1,1.7,10.43
3246,1,1.69,10.4
3247,1,1.68,10.37
3248,1,1.67,10.34
3249,1,1.65,10.31
3250,1,1.64,10.28
3251,1,1.63,10.25
3252,1,1.62,10.23
3253,1,1.6,10.2
3254,1,1.59,10.17
3255,1,1.58,10.14
3256,1,1.57,10.11
3257,1,1.56,10.08
3258,1,1.54,10.05
3259,1,1.53,10.02
3260,1,1.52,10
3261,1,1.51,9.97
3262,1,1.49,9.94
3263,1,1.48,9.91
3264,1,1.47,9.88
3265,1,1.46,9.85
3266,1,1.44,9.82
3267,1,2.19,9.79
3268,1,2.19,9.86
3269,1,2.19,9.9
3270,1,2.19,9.94
3271,1,2.18,9.98
3272,1,2.18,10.02
3273,1,2.18,10.06
3274,1,2.18,10.1
3275,1,2.18,10.14
3276,1,2.18,10.18
3277,1,2.18,10.22
3278,1,2.18,10.26
3279,1,2.18,10.3
3280,1,2.18,10.34
3281,1,2.18,10.37
3282,1,2.18,10.41
3283,1,2.18,10.45
3284,1,2.18,10.5
3285,1,2.17,10.54
3286,1,2.17,10.58
3287,1,2.17,10.62
3288,1,2.17,10.66
3289,1,2.17,10.7
3290,1,2.17,10.74
3291,1,2.17,10.78
3292,1,2.17,10.81
3293,1,2.17,10.85
3294,1,2.17,10.89
3295,1,2.17,10.93
3296,1,2.17,10.97
3297,1,2.17,11.01
3298,1,2.17,11.05
3299,1,2.16,11.09
3300,1,2.16,11.13
3301,1,2.16,11.16
3302,1,2.16,11.2
3303,1,2.16,11.24
3304,1,2.16,11.28
3305,1,2.16,11.32
3306,1,2.16,11.36
3307,1,2.16,11.4
3308,1,2.16,11.44
3309,1,2.16,11.48
3310,1,2.16,11.51
3311,1,2.16,11.55
3312,1,2.16,11.59
3313,1,2.16,11.63
3314,1,2.15,11.67
3315,1,2.15,11.72
3316,1,2.15,11.76
3317,1,2.15,11.8
3318,1,2.15,11.84
3319,1,2.15,11.88
3320,1,2.15,11.91
3321,1,2.15,11.95
3322,1,2.15,11.99
3323,1,2.15,12.03
3324,1,2.15,12.07
3325,1,2.15,12.11
3326,1,2.15,12.15
3327,1,2.15,12.18
3328,1,2.24,12.08
3329,1,2.32,11.99
3330,1,2.3,11.99
3331,1,2.28,11.99
3332,1,2.27,11.99
3333,1,2.27,11.99
3334,1,2.28,11.99
3335,1,2.26,12.14
3336,1,2.15,12.64
3337,1,2.07,12.8
3338,1,2.05,12.29
3339,1,2.03,11.99
3340,1,2,11.99
3341,1,1.98,11.99
3342,1,1.98,11.99
3343,1,1.98,11.99
3344,1,1.97,11.99
3345,1,1.91,11.92
3346,1,1.8,11.79
3347,1,1.78,11.79
3348,1,1.76,11.75
3349,1,1.76,11.55
3350,1,1.76,11.43
3351,1,1.74,11.53
3352,1,1.72,11.87
3353,1,1.69,12.76
3354,1,1.68,13.51
3355,1,1.71,14.01
3356,1,1.72,14.3
3357,1,1.73,14.3
3358,1,1.71,14.02
3359,1,1.67,13.42
3360,1,1.67,13.19
3361,1,1.72,13.29
3362,1,1.75,12.24
3363,1,1.77,10.35
3364,1,1.76,10.94
3365,1,1.73,12.92
3366,1,1.71,13.12
3367,1,1.7,12.53
3368,1,1.74,12.59
3369,1,1.79,12.89
3370,1,1.82,12.95
3371,1,1.83,12.95
3372,1,1.84,12.95
3373,1,1.85,12.95
3374,1,1.88,12.95
3375,1,1.9,12.95
3376,1,1.9,12.93
3377,1,1.91,12.91
3378,1,1.91,12.89
3379,1,1.91,12.87
3380,1,1.92,12.85
3381,1,1.92,12.83
3382,1,1.92,12.81
3383,1,2.01,12.17
3384,1,2.02,12.15
3385,1,2.02,12.13
3386,1,2.02,12.11
