id,H,T
2670,1.76,10.64
2671,1.77,10.57
2672,1.77,10.49
2673,1.77,10.42
2674,1.78,10.34
2675,1.78,10.26
2676,1.78,10.19
2677,1.79,10.09
2678,1.79,10.01
2679,1.8,9.94
2680,1.8,9.86
2681,1.8,9.78
2682,1.81,9.71
2683,1.81,9.63
2684,1.82,9.56
2685,1.82,9.48
2686,1.82,9.4
2687,1.83,9.33
2688,1.87,9.19
2689,2.07,8.79
2696,2.4,7.87
2697,2.27,7.77
2698,2.2,7.51
2699,2.17,7.11
2700,2.15,7.07
2701,2.13,7.28
2702,2.11,7.2
2703,2.1,7
2704,2.12,6.88
2705,2.16,6.78
2706,2.14,6.92
2707,2.1,7.12
2708,2.09,9.87
2709,2.08,11.17
2710,2.08,11.07
2711,2.03,11.1
2712,1.92,11.3
2713,1.86,11.2
2714,1.85,10.8
2715,1.84,10.52
2716,1.83,10.32
2717,1.84,10.54
2718,1.85,11.04
2719,1.89,11.02
2720,1.93,10.71
2721,1.92,10.79
2722,1.88,10.99
2723,1.9,11.03
2724,1.92,11.02
2725,1.87,11.02
2726,1.81,11.02
2727,1.88,11.72
2728,1.95,12.37
2729,2.11,12.38
2734,1.85,12.47
2735,1.88,12.77
2736,1.87,13.07
2737,1.82,13.38
2738,1.78,12.76
2739,1.75,10.58
2740,1.74,11.31
2741,1.73,12.62
2742,1.69,12.5
2743,1.66,12.2
2744,1.65,12.17
2745,1.64,12.15
2746,1.63,12.13
2747,1.62,12.11
2748,1.6,12.09
2749,1.59,12.07
2750,1.58,12.05
2751,1.57,12.03
2752,1.14,11.24
2753,1.12,11.2
2754,1.11,11.18
2755,1.08,11.14
2756,1.05,11.09
2757,1.04,11.07
2758,1.03,11.04
2759,1.02,11.02
2760,1.01,11
2761,0.99,10.98
2762,0.98,10.96
2763,0.97,10.94
2764,0.96,10.92
2765,0.95,10.9
2766,0.94,10.88
2767,0.93,10.87
2768,0.92,10.85
2769,0.91,10.83
2770,0.9,10.81
2771,0.89,10.79
2772,0.88,10.77
2773,0.87,10.75
2774,0.86,10.73
2775,0.84,10.71
2776,0.83,10.69
2777,0.82,10.67
2778,0.81,10.65
2779,0.8,10.63
2780,0.79,10.61
2781,0.78,10.59
2782,0.77,10.57
2783,0.76,10.55
2784,0.75,10.53
2785,0.74,10.51
2786,0.73,10.49
2787,0.72,10.47
2788,0.7,10.46
2789,0.69,10.44
2790,0.68,10.41
2791,0.67,10.39
2792,0.66,10.37
2793,0.65,10.35
2794,0.64,10.33
2795,0.62,10.31
2796,0.61,10.29
2797,0.6,10.27
2798,0.61,10.28
2799,0.65,10.38
2800,0.7,10.47
2801,0.74,10.57
2802,0.94,10.67
2803,1.43,10.78
2804,1.82,10.88
2805,2.09,10.98
2806,2.26,11.03
2807,2.33,11.03
2812,2.2,11.16
2813,2.2,11.36
2814,2.13,11.35
2815,2.02,11.24
2816,2,11.3
2817,2,11.4
2818,1.94,11.34
2819,1.87,11.24
2820,1.78,11.31
2821,1.69,11.58
2822,1.74,12.29
2823,1.77,12.81
2824,1.76,12.9
2825,1.76,13
2826,1.76,13.1
2827,1.79,13.07
2828,1.87,12.86
2829,1.9,12.88
2830,1.88,13.08
2831,1.86,13.1
2832,1.83,13
2833,1.87,12.96
2834,1.93,12.96
2835,1.92,13.04
2836,1.89,13.14
2837,1.8,13.24
2838,1.69,13.34
2839,1.68,14.61
2840,1.68,16
2841,1.71,15.86
2842,1.74,15.69
2843,1.8,15.79
2844,1.86,15.89
2845,1.85,15.99
2846,1.83,16.09
2847,1.8,16.19
2848,1.78,16.29
2849,1.79,16.39
2850,1.8,16.34
2851,1.8,16.03
2852,1.74,15.79
2853,1.67,15.69
2854,1.6,15.59
2855,1.53,15.49
2856,1.45,15.39
2857,1.38,15.29
2858,1.31,15.19
2859,1.24,15.09
2860,1.17,14.99
2861,1.1,14.89
2862,1.03,14.79
2863,0.48,15.4
2864,0.47,14.85
2865,0.48,14.36
2866,0.48,14.31
2867,0.56,14.1
2868,0.57,13.92
2869,0.53,14.3
2870,0.46,15.13
2871,0.42,15.19
2872,0.4,14.7
2873,0.39,14.51
2874,0.38,14.51
2875,0.37,14.51
2876,0.36,14.51
2877,0.38,15.12
2878,0.4,15.92
2879,0.38,15.48
2880,0.36,14.79
2881,0.36,15.14
2882,0.36,15.64
2883,0.28,15.57
2884,0.2,15.45
2885,0.17,14.38
2886,0.14,13.37
2887,0.19,13.78
2919,1.42,8.31
2920,1.66,8.31
2921,1.75,8.43
2922,1.76,8.63
2923,1.75,8.83
2924,1.73,9.03
2925,1.72,9.08
2926,1.73,9.08
2927,1.79,8.51
2928,1.86,7.8
2929,1.87,7.91
2930,1.88,8.1
2931,1.87,8.12
2932,1.89,8.12
2933,1.97,8.12
2934,2,8.01
2935,1.97,7.71
2936,1.95,7.58
2937,1.93,7.68
2938,1.99,7.58
2939,2.11,7.27
2940,2.1,7.26
2941,2,7.47
2942,1.93,7.6
2943,1.89,7.7
2944,1.81,7.73
2945,1.71,7.73
2946,1.69,7.82
2947,1.68,7.93
2948,1.67,7.83
2949,1.65,7.74
2950,1.61,7.83
2951,1.57,7.91
2952,1.65,7.7
2953,1.72,7.39
2954,1.8,6.59
2955,1.86,6.01
2956,1.9,6.12
2957,1.92,6.44
2958,1.91,7.14
2959,1.88,7.33
2960,1.84,6.84
2961,1.76,6.66
2962,1.69,6.76
2963,1.73,6.95
2964,1.77,7.15
2965,1.79,6.77
2966,1.8,6.4
2967,1.76,7.83
2968,1.72,9.1
2969,1.71,9.1
2970,1.69,9
2971,1.66,8.4
2972,1.62,7.93
2973,1.61,7.99
2974,1.59,8.04
2975,1.58,8.1
2976,1.57,8.15
2977,1.55,8.2
2978,1.54,8.26
2979,1.52,8.31
2980,1.51,8.36
2981,1.5,8.42
2982,1.48,8.47
2983,1.47,8.53
2984,1.45,8.58
2985,1.44,8.63
2986,1.42,8.69
2987,1.41,8.74
2988,1.4,8.8
2989,0.76,11.2
2990,0.73,11.31
2991,0.71,11.41
2992,0.68,11.52
2993,0.66,11.58
2994,0.65,11.63
2995,0.64,11.68
2996,0.62,11.74
2997,0.61,11.79
2998,0.59,11.84
2999,0.58,11.9
3000,0.56,11.95
3001,0.57,11.99
3002,0.61,11.99
3003,0.64,11.99
3004,0.65,11.99
3005,0.65,11.61
3006,0.67,10.92
3007,0.65,10.63
3008,0.63,10.63
3009,0.63,10.92
3010,0.65,11.23
3011,0.69,10.52
3012,0.74,9.86
3013,0.76,9.87
3014,0.77,9.9
3015,0.78,10.1
3016,0.78,9.67
3017,0.76,6.41
3018,0.74,4.07
3019,0.73,4.07
3020,0.7,4.11
3021,0.67,4.21
3022,0.64,4.27
3023,0.62,4.27
3024,0.6,4.27
3025,0.58,4.27
3026,0.56,6.1
3027,0.53,9.33
3028,0.53,8.76
3029,0.55,4.85
3030,0.55,3.49
3031,0.55,3.49
3032,0.57,3.63
3033,0.6,3.82
3034,0.62,3.87
3035,0.64,3.87
3036,0.95,7.38
3037,1.31,11.56
3038,1.33,11.89
3039,1.32,11.98
3040,1.7,11.99
3041,1.91,11.7
3042,2.01,10.98
3043,2.07,10.58
3044,2.09,10.49
3045,2.1,10.61
3046,2.09,10.91
3047,2.07,11.02
3048,2.04,11.02
3049,1.99,11.09
3050,1.94,11.2
3051,1.92,10.77
3052,1.92,10.17
3053,1.97,9.99
3054,2.03,9.89
3055,2.04,10.14
3056,2.05,10.46
3057,2.1,10.46
3058,2.14,10.45
3059,2.11,10.06
3060,2.08,9.68
3061,2.01,9.57
3062,1.95,9.54
3063,1.98,9.95
3064,2.01,10.22
3065,2.06,10.02
3066,2.11,9.96
3067,2.17,10.25
3068,2.18,10.51
3069,2.09,10.71
3070,2.05,10.7
3071,2.1,10.29
3072,2.08,10.36
3073,2.03,10.76
3074,1.96,10.84
3075,1.89,10.84
3076,1.85,10.93
3077,1.82,11.03
3078,1.95,10.65
3079,2.08,10.26
3080,1.96,10.26
3081,1.86,10.27
3082,1.81,10.37
3083,1.75,10.47
3084,1.67,10.58
3085,1.63,11.38
3086,1.69,13.85
3087,1.72,14.47
3088,1.7,11.47
3089,1.68,9.7
3090,1.67,9.75
3091,1.66,9.81
3092,1.65,9.86
3093,1.65,9.92
3094,1.64,9.97
3095,1.63,10.02
3096,1.62,10.08
3097,1.61,10.13
3098,1.6,10.19
3099,1.59,10.24
3100,1.58,10.29
3101,1.57,10.35
3102,1.39,11.4
3103,1.38,11.45
3104,1.37,11.5
3105,1.36,11.56
3106,1.35,11.61
3107,1.34,11.67
3108,1.33,11.72
3109,1.32,11.77
3110,1.32,11.83
3111,1.31,11.88
3112,1.3,11.94
3113,1.29,11.99
3114,1.28,12.04
3115,1.27,12.1
3116,1.26,12.17
3117,1.25,12.22
3118,1.24,12.28
3119,1.23,12.33
3120,1.22,12.38
3121,1.21,12.44
3122,1.2,12.49
3123,1.19,12.55
3124,1.18,12.6
3125,1.17,12.65
3126,1.16,12.71
3127,1.15,12.76
3128,1.14,12.82
3129,1.13,12.87
3130,1.13,12.92
3131,1.12,12.98
3132,1.11,13.03
3133,1.1,13.09
3134,1.09,13.14
3135,1.08,13.19
3136,1.07,13.25
3137,1.06,13.3
3138,1.05,13.36
3139,1.04,13.41
3140,1.03,13.46
3141,1.02,13.52
3142,1.01,13.57
3143,1,13.63
3144,0.99,13.68
3145,0.99,13.73
3146,0.98,13.79
3147,0.97,13.84
3148,0.95,13.92
3149,0.94,13.97
3150,0.94,14.03
3151,0.93,14.08
3152,0.92,14.13
3153,0.91,14.19
3154,0.9,14.24
3155,0.89,14.3
3156,0.88,14.35
3157,0.87,14.4
3158,0.86,14.46
3159,0.85,14.51
3160,0.84,14.57
3161,0.83,14.62
3162,0.82,14.67
3163,0.81,14.73
3164,0.8,14.78
3165,0.8,14.84
3166,0.79,14.89
3167,0.8,14.97
3168,0.84,15.07
3169,0.78,15.1
3170,0.68,15.1
3171,0.63,15.26
3172,0.58,15.46
3173,0.73,15.48
3174,0.9,15.48
3175,1.1,15.48
3176,1.31,15.48
3177,1.56,15.38
3178,1.86,15.25
3179,2.06,15.15
3180,2.14,15.09
3181,2.04,15.09
3182,2.01,13.61
3183,2.06,10.38
3184,2.09,9.07
3185,2.1,9.38
3186,2.13,9.49
3187,2.18,9.49
3188,2.14,9.75
3189,2.05,10.15
3190,2.03,9
3191,2.04,7.3
3192,2.05,6.97
3193,2.08,6.97
3194,1.97,6.97
3195,1.85,6.97
3196,1.86,6.88
3197,1.88,6.77
3198,1.76,6.58
3199,1.63,6.39
3200,1.64,6.49
3201,1.67,6.6
3202,1.94,6.9
3203,2.15,7.15
3204,1.91,7.15
3205,1.71,7.14
3206,1.69,7.03
3207,1.7,7.06
3208,1.77,7.36
3209,1.94,7.46
3210,2.09,7.37
3211,1.93,7.35
3212,1.71,7.35
3213,1.86,8.46
3214,2.03,9.65
3215,1.83,9.67
3216,1.64,9.73
3217,1.86,10.54
3218,2.04,11.21
3219,2.03,11.18
3220,2.02,11.15
3221,2,11.13
3222,1.99,11.1
3223,1.98,11.07
3224,1.97,11.04
3225,1.95,11.01
3226,1.94,10.98
3227,1.93,10.95
3228,1.92,10.92
3229,1.9,10.9
3230,1.89,10.87
3231,1.88,10.84
3232,1.87,10.81
3233,1.86,10.78
3234,1.84,10.75
3235,1.83,10.72
3236,1.82,10.69
3237,1.81,10.67
3238,1.79,10.64
3239,1.78,10.61
3240,1.77,10.58
3241,1.75,10.54
3242,1.74,10.51
3243,1.73,10.48
3244,1.72,10.46
3245,1.7,10.43
3246,1.69,10.4
3247,1.68,10.37
3248,1.67,10.34
3249,1.65,10.31
3250,1.64,10.28
3251,1.63,10.25
3252,1.62,10.23
3253,1.6,10.2
3254,1.59,10.17
3255,1.58,10.14
3256,1.57,10.11
3257,1.56,10.08
3258,1.54,10.05
3259,1.53,10.02
3260,1.52,10
3261,1.51,9.97
3262,1.49,9.94
3263,1.48,9.91
3264,1.47,9.88
3265,1.46,9.85
3266,1.44,9.82
3267,2.19,9.79
3268,2.19,9.86
3269,2.19,9.9
3270,2.19,9.94
3271,2.18,9.98
3272,2.18,10.02
3273,2.18,10.06
3274,2.18,10.1
3275,2.18,10.14
3276,2.18,10.18
3277,2.18,10.22
3278,2.18,10.26
3279,2.18,10.3
3280,2.18,10.34
3281,2.18,10.37
3282,2.18,10.41
3283,2.18,10.45
3284,2.18,10.5
3285,2.17,10.54
3286,2.17,10.58
3287,2.17,10.62
3288,2.17,10.66
3289,2.17,10.7
3290,2.17,10.74
3291,2.17,10.78
3292,2.17,10.81
3293,2.17,10.85
3294,2.17,10.89
3295,2.17,10.93
3296,2.17,10.97
3297,2.17,11.01
3298,2.17,11.05
3299,2.16,11.09
3300,2.16,11.13
3301,2.16,11.16
3302,2.16,11.2
3303,2.16,11.24
3304,2.16,11.28
3305,2.16,11.32
3306,2.16,11.36
3307,2.16,11.4
3308,2.16,11.44
3309,2.16,11.48
3310,2.16,11.51
3311,2.16,11.55
3312,2.16,11.59
3313,2.16,11.63
3314,2.15,11.67
3315,2.15,11.72
3316,2.15,11.76
3317,2.15,11.8
3318,2.15,11.84
3319,2.15,11.88
3320,2.15,11.91
3321,2.15,11.95
3322,2.15,11.99
3323,2.15,12.03
3324,2.15,12.07
3325,2.15,12.11
3326,2.15,12.15
3327,2.15,12.18
3328,2.24,12.08
3329,2.32,11.99
3330,2.3,11.99
3331,2.28,11.99
3332,2.27,11.99
3333,2.27,11.99
3334,2.28,11.99
3335,2.26,12.14
3336,2.15,12.64
3337,2.07,12.8
3338,2.05,12.29
3339,2.03,11.99
3340,2,11.99
3341,1.98,11.99
3342,1.98,11.99
3343,1.98,11.99
3344,1.97,11.99
3345,1.91,11.92
3346,1.8,11.79
3347,1.78,11.79
3348,1.76,11.75
3349,1.76,11.55
3350,1.76,11.43
3351,1.74,11.53
3352,1.72,11.87
3353,1.69,12.76
3354,1.68,13.51
3355,1.71,14.01
3356,1.72,14.3
3357,1.73,14.3
3358,1.71,14.02
3359,1.67,13.42
3360,1.67,13.19
3361,1.72,13.29
3362,1.75,12.24
3363,1.77,10.35
3364,1.76,10.94
3365,1.73,12.92
3366,1.71,13.12
3367,1.7,12.53
3368,1.74,12.59
3369,1.79,12.89
3370,1.82,12.95
3371,1.83,12.95
3372,1.84,12.95
3373,1.85,12.95
3374,1.88,12.95
3375,1.9,12.95
3376,1.9,12.93
3377,1.91,12.91
3378,1.91,12.89
3379,1.91,12.87
3380,1.92,12.85
3381,1.92,12.83
3382,1.92,12.81
3383,2.01,12.17
3384,2.02,12.15
3385,2.02,12.13
3386,2.02,12.11
3387,2.02,12.09
3388,2.03,12.08
3389,2.03,12.06
3390,2.03,12.04
3391,2.04,12.02
3392,2.04,12
3393,2.04,11.98
3394,2.04,11.96
3395,2.05,11.94
3396,2.05,11.93
3397,2.05,11.91
3398,2.05,11.89
3399,2.06,11.87
3400,2.06,11.85
3401,2.06,11.83
3402,2.07,11.81
3403,2.07,11.79
3404,2.07,11.78
3405,2.07,11.75
3406,2.08,11.73
3407,2.08,11.71
3408,2.08,11.7
3409,2.09,11.68
3410,2.09,11.66
3411,2.09,11.64
3412,2.09,11.62
3413,2.1,11.6
3414,2.1,11.58
3415,2.1,11.56
3416,2.1,11.55
3417,2.11,11.53
3418,2.11,11.51
3419,2.11,11.49
3420,2.12,11.47
3421,2.12,11.45
3422,2.12,11.43
3423,2.12,11.41
3424,2.13,11.4
3425,2.13,11.38
3426,2.13,11.36
3427,2.13,11.34
3428,2.14,11.32
3429,2.14,11.3
3430,2.14,11.28
3431,2.14,11.26
3432,2.15,11.25
3433,2.15,11.23
3434,2.15,11.21
3435,2.16,11.19
3436,2.16,11.16
3437,2.16,11.14
3438,2.16,11.13
3439,2.17,11.11
3440,2.17,11.09
3441,2.17,11.07
3442,2.18,11.05
3443,2.18,11.03
3444,2.2,14.6
3445,2.23,18.59
3446,2.23,19.06
3447,2.23,19.35
3448,2.24,19.25
3449,2.23,19.15
3450,2.15,19.05
3451,2.07,19.02
3452,2.02,19.22
3453,2.03,19.36
3454,2.19,19.36
3455,2.27,19.33
3456,2.19,19.23
3457,2.13,19.1
3458,2.13,18.89
3459,2.13,18.31
3460,2.15,17.21
3461,2.15,16.75
3462,2.15,16.95
3463,2.14,17.15
3464,2.12,17.35
3465,2.12,15.71
3466,2.11,13.09
3467,2.05,12.07
3468,1.99,11.78
3469,1.93,11.59
3470,1.88,11.42
3471,1.89,11.52
3472,1.89,11.6
3473,1.87,11.61
3474,1.85,11.63
3475,1.85,11.73
3476,1.83,11.81
3477,1.78,11.8
3478,1.71,11.97
3479,1.64,12.48
3480,1.57,12.78
3481,1.51,12.78
3482,1.46,12.78
3483,1.41,12.79
3484,1.4,12.79
3485,1.42,12.79
3486,1.39,12.91
3487,1.32,13.11
3488,1.3,13.14
3489,1.31,13.08
3490,1.32,13.01
3491,1.33,12.95
3492,1.33,12.89
3493,1.34,12.83
3494,1.35,12.77
3495,1.36,12.71
3496,1.36,12.64
3497,1.38,12.56
3498,1.38,12.5
3499,1.39,12.43
3500,1.4,12.37
3501,1.43,12.12
3502,1.44,12.06
3503,1.45,11.94
3504,1.46,11.88
3505,1.47,11.82
3506,1.48,11.75
3507,1.48,11.69
3508,1.49,11.63
3509,1.5,11.57
3510,1.51,11.51
3511,1.52,11.38
3512,1.53,11.32
3513,1.54,11.26
3514,1.55,11.2
3515,1.55,11.14
3516,1.56,11.07
3517,1.58,10.95
3518,1.6,10.77
3519,1.62,10.62
3520,1.63,10.56
3521,1.63,10.5
3522,1.64,10.44
3523,1.65,10.38
3524,1.66,10.31
3525,1.66,10.25
3526,1.67,10.19
3527,1.68,10.13
3528,1.69,10.07
3529,1.7,10.01
3530,1.7,9.94
3531,1.71,9.88
3532,1.72,9.82
3533,1.73,9.76
3534,1.73,9.7
3535,1.74,9.64
3536,1.75,9.57
3537,1.76,9.51
3538,1.77,9.45
3539,1.77,9.39
3540,1.78,9.33
3541,1.79,9.26
3542,1.8,9.2
3543,1.8,9.14
3544,1.81,9.08
3545,1.82,9.02
3546,1.83,8.96
3547,1.83,8.89
3548,1.84,8.83
3549,1.85,8.75
3550,1.86,8.68
3551,1.87,8.62
3552,1.88,8.56
3553,1.88,8.5
3554,1.89,8.44
3555,1.9,8.38
3556,1.91,8.31
3557,1.92,8.25
3558,1.92,8.19
3559,1.93,8.13
3560,1.94,8.07
3561,1.95,8
3562,1.95,7.94
3563,1.96,7.88
3564,1.97,7.82
3565,1.98,7.76
3566,1.98,7.7
3567,1.99,7.63
3568,2,7.57
3569,2.01,7.51
3570,2.02,7.45
3571,2.02,7.39
3572,2.03,7.33
3573,2.04,7.26
3574,2.05,7.2
3575,2.05,7.14
3576,2.06,7.08
3577,2.07,7.02
3578,2.08,6.96
3579,2.13,6.96
3580,2.2,7.05
3581,2.25,7.26
3582,2.14,7.29
3583,1.87,7.19
3584,1.8,7.03
3585,1.85,6.83
3586,1.91,6.77
3587,1.96,6.77
3588,1.85,6.77
3589,1.67,6.77
3590,1.72,6.85
3591,1.84,6.95
3592,1.85,8.77
3593,1.85,10.89
3594,1.79,11.87
3595,1.72,12.77
3596,1.69,10.78
3597,1.67,8.91
3598,1.69,8.91
3599,1.7,8.89
3600,1.68,8.79
3601,1.66,8.67
3602,1.62,8.48
3603,1.58,7.98
3604,1.57,6.58
3605,1.56,5.74
3606,1.58,6.13
3607,1.59,6.39
3608,1.59,6.39
3609,1.6,6.72
3610,1.6,7.51
3611,1.63,7.94
3612,1.67,7.94
3613,1.69,7.29
3614,1.7,6.6
3615,1.75,6.58
3616,1.79,6.59
3617,1.79,6.62
3618,1.79,6.65
3619,1.8,6.68
3620,1.8,6.7
3621,1.8,6.73
3622,1.8,6.76
3623,1.8,6.79
3624,1.81,6.82
3625,1.81,6.85
3626,1.81,6.88
3627,1.81,6.91
3628,1.81,6.94
3629,1.82,6.97
3630,1.82,7
3631,1.89,8.04
3632,1.91,8.21
3633,1.91,8.31
3634,1.92,8.34
3635,1.92,8.37
3636,1.92,8.4
3637,1.92,8.43
3638,1.93,8.49
3639,1.93,8.55
3640,1.93,8.58
3641,1.94,8.61
3642,1.94,8.64
3643,1.94,8.67
3644,1.94,8.7
3645,1.94,8.73
3646,1.95,8.76
3647,1.95,8.79
3648,1.95,8.81
3649,1.95,8.84
3650,1.96,8.87
3651,1.96,8.9
3652,1.96,8.93
3653,1.96,8.96
3654,1.96,8.99
3655,1.97,9.02
3656,1.97,9.05
3657,1.97,9.08
3658,1.97,9.11
3659,1.97,9.14
3660,1.98,9.18
3661,1.98,9.21
3662,1.98,9.24
3663,1.98,9.27
3664,1.99,9.29
3665,1.99,9.32
3666,1.99,9.35
3667,1.99,9.38
3668,1.99,9.41
3669,2,9.44
3670,2,9.47
3671,2,9.5
3672,2,9.53
3673,2,9.56
3674,2.01,9.59
3675,2.01,9.62
3676,2.01,9.65
3677,2.01,9.68
3678,2.02,9.71
3679,2.02,9.74
3680,2.02,9.77
3681,2.02,9.8
3682,2.02,9.82
3683,2.03,9.85
3684,2.03,9.88
3685,2.03,9.91
3686,2.03,9.94
3687,2.03,9.97
3688,2.04,10
3689,2.04,10.03
3690,2.06,10.27
3691,2.49,14.86
3692,2.49,16.98
3693,1.97,16.88
3694,1.71,15.23
3695,1.76,11.73
3696,1.77,10.19
3697,1.76,10.09
3698,1.78,10.44
3699,1.81,11.03
3700,1.68,13.29
3701,1.48,16.31
3702,1.55,17.5
3703,1.71,18.12
3704,1.76,15.23
3705,1.81,11.77
3706,1.88,11.16
3707,1.93,10.69
3708,1.96,11.1
3709,1.98,12.12
3710,2,15.34
3711,2.01,17.6
3712,1.99,17.6
3713,1.99,16.44
3714,2.01,13.24
3715,2.03,12.77
3716,2.05,15.97
3717,2.04,17.6
3718,2.01,17.6
3719,1.96,16.04
3720,1.91,13.14
3721,1.89,11.63
3722,1.89,10.85
3723,1.93,10.83
3724,1.96,10.93
3725,2.09,14.06
3726,2.2,16.83
3727,2.16,16.93
3728,2.1,17.01
3729,2.01,17.01
3730,1.95,16.94
3731,1.99,16.64
3732,2.04,16.52
3733,2.1,16.82
3734,2.29,12.01
3735,2.3,11.71
3736,2.31,11.32
3737,2.32,11.22
3738,2.32,11.03
3739,2.33,10.83
3740,2.33,10.73
3741,2.34,10.53
3742,2.34,10.44
3743,2.35,10.24
3744,2.35,10.14
3745,2.35,10.04
3746,2.36,9.85
3747,2.36,9.75
3748,2.36,9.65
3749,2.37,9.55
3750,2.39,8.74
3751,2.39,8.64
3752,2.4,8.54
3753,2.4,8.45
3754,2.4,8.35
3755,2.41,8.25
3756,2.41,8.15
3757,2.41,8.05
3758,2.42,7.96
3759,2.42,7.86
3760,2.42,7.76
3761,2.42,7.66
3762,2.43,7.56
3763,2.43,7.46
3764,2.43,7.37
3765,2.44,7.27
3766,2.44,7.17
3767,2.65,7.15
3768,2.93,7.15
3769,2.76,6.66
3770,2.47,6.05
3771,2.5,6.09
3772,2.55,6.19
3773,2.66,8.59
3774,2.75,10.82
3775,2.63,10.82
3776,2.54,10.8
3777,2.68,10.6
3778,2.87,10.44
3779,2.99,10.44
3780,2.92,10.18
3781,2.74,9.79
3788,2.46,15.39
3789,2.46,15.29
3790,2.42,15.38
3791,2.4,15.3
3792,2.65,12.59
3797,2.97,14.76
3798,2.7,14.96
3799,2.53,14.4
3800,2.55,12.09
3801,2.55,10.76
3802,2.51,11.06
3838,1.97,6.35
3839,1.99,6.56
3840,2.07,6.08
3841,2.11,5.82
3842,2.09,5.82
3843,2.09,5.68
3844,2.12,5.38
3845,2.15,5.45
3846,2.17,5.84
3847,2.22,6
3848,2.28,6
3849,2.29,6
3850,2.28,6
3851,2.24,6.15
3852,2.18,6.34
3853,2.23,6.24
3854,2.3,6.04
3855,2.32,6
3856,2.33,6
3857,2.32,5.66
3858,2.31,5.26
3859,2.32,5.31
3860,2.32,5.41
3861,2.31,5.52
3862,2.3,5.62
3863,2.4,5.22
3864,2.49,4.84
3865,2.38,4.94
3866,2.3,5.44
3867,2.34,8.39
3868,2.37,10.69
3869,2.35,10.89
3870,2.33,10.92
3871,2.33,10.72
3872,2.35,10.65
3873,2.39,10.65
3874,2.4,10.86
3875,2.41,11.16
3876,2.42,10.93
3877,2.44,10.52
3878,2.32,10.49
3879,2.18,10.52
3880,2.04,10.55
3881,1.9,10.58
3882,1.76,10.62
3883,1.63,10.64
3884,1.69,10.64
3885,1.74,10.91
3886,1.64,13.97
3887,1.56,16.45
3888,1.5,16.34
3889,1.44,16.4
3890,1.38,16.92
3891,1.37,17.24
3892,1.44,17.24
3893,1.45,17.19
3894,1.37,17.1
3895,1.31,17.04
3896,1.25,17.04
3897,1.21,16.78
3898,1.18,16.29
3899,1.17,16.02
3900,1.17,15.92
3901,1.16,15.88
3902,1.14,15.89
3903,1.1,15.99
3904,1.06,16.07
3905,1.01,16.07
3906,0.95,16.07
3907,0.91,16.07
3908,0.87,15.31
3909,0.83,12.23
3910,0.82,9.88
3911,0.89,9.88
3912,0.93,9.88
3913,0.89,9.88
3914,0.86,9.88
3915,0.86,9.88
3916,0.86,9.88
3917,0.86,9.88
3918,0.83,9.83
3919,0.77,9.73
3920,0.8,9.79
3921,0.9,9.98
3922,0.94,10.01
3923,0.93,9.91
3924,0.89,9.87
3925,0.83,9.87
3926,0.82,9.87
3927,0.83,9.87
3928,0.83,9.87
3929,0.65,10.46
3930,0.68,10.46
3931,0.68,10.46
3932,0.71,10.46
3933,0.73,10.46
3934,0.73,10.46
3935,0.72,10.46
3936,0.72,10.74
3937,0.73,11.04
3938,0.73,11.14
3939,0.73,11.2
3940,0.75,10.79
3941,0.76,10.37
3942,0.78,9.96
3943,0.8,9.55
3944,0.82,9.13
3945,0.84,8.72
3946,0.86,8.31
3947,0.88,7.89
3948,0.89,7.48
3949,0.91,7.07
3950,0.93,6.66
3951,0.95,6.24
3952,0.97,5.83
3953,0.99,5.42
3954,1.01,5
3955,1.02,4.59
3956,1.04,4.18
3957,1.11,4.07
3958,1.19,4.07
3959,1.15,4.14
3960,1.07,4.24
3961,1.13,4.26
3962,1.24,4.17
3963,0.7,5.41
3964,0.82,5.8
3965,0.89,6.01
3966,1.01,5.54
3967,1.1,4.25
3968,1.23,5.87
3969,1.25,6.39
3970,1.25,6.39
3971,1.34,6.12
3972,1.5,5.6
3973,1.53,4.61
3974,1.55,3.73
3975,1.57,4.13
3976,1.64,4.91
3977,1.67,5.21
3978,1.7,5.11
3979,1.71,5.04
3980,1.66,5.04
3981,1.64,4.94
3982,1.67,4.64
3983,1.7,4.37
3984,1.72,4.17
3985,1.74,4.06
3986,1.77,4.06
3987,1.82,4
3988,1.88,3.9
3989,1.97,3.86
3990,2.07,3.86
3991,2.14,3.8
3992,2.18,3.7
3993,2.2,3.74
3994,2.21,3.86
3995,2.22,3.97
3996,2.22,4.09
3997,2.23,4.2
3998,2.24,4.32
3999,2.25,4.43
4000,2.25,4.54
4001,2.26,4.7
4002,2.27,4.82
4003,2.28,4.93
4004,2.29,5.05
4005,2.29,5.16
4006,2.3,5.28
4007,2.31,5.39
4008,2.32,5.5
4009,2.32,5.62
4010,2.33,5.73
4011,2.34,5.85
4012,2.35,5.96
4013,2.35,6.08
4014,2.36,6.19
4015,2.37,6.3
4016,2.38,6.42
4017,2.39,6.53
4018,2.39,6.65
4019,2.4,6.77
4020,2.43,7.07
4021,2.46,7.21
4022,2.48,6.24
4023,2.49,5.4
4024,2.51,5.4
4025,2.54,5.42
4026,2.56,5.52
4027,2.59,5.4
4028,2.65,4.79
4029,2.74,4.48
4030,2.86,4.58
4031,2.91,6.57
4032,2.88,12.03
4036,2.72,12.2
4037,2.78,12.2
4038,2.83,12.27
4039,2.76,12.97
4040,2.7,13.54
